Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2021-09-01T03:00:00+00:00,False,,51.410209,-0.445340,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2021-09-01T03:45:00+00:00,False,,51.257937,-0.553123,Male,over 34,White - Any other White background,White,,Article for use in theft,A no further action disposal,False,
Person search,2021-09-01T11:45:00+00:00,False,,51.274404,-0.086444,Female,18-24,Mixed/Multiple ethnic groups - White and Asian,,,Offensive weapons,A no further action disposal,False,
Person search,2021-09-01T20:00:00+00:00,False,,51.256345,-0.545090,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,Community resolution,False,
Person search,2021-09-01T20:02:00+00:00,False,,51.256345,-0.545090,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2021-09-01T23:25:00+00:00,False,,51.282516,-0.075997,Male,25-34,White - Irish,White,,Game or poaching equipment,A no further action disposal,False,
Person search,2021-09-01T23:56:00+00:00,False,,51.254124,-0.065589,Male,25-34,Other ethnic group - Not stated,White,,Game or poaching equipment,A no further action disposal,False,
Person search,2021-09-02T13:18:00+00:00,False,,51.333403,-0.267006,Female,18-24,White - Any other White background,White,,Stolen goods,Summons / charged by post,True,
Person and Vehicle search,2021-09-03T01:30:00+00:00,False,,51.179282,-0.165958,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,False,
Person and Vehicle search,2021-09-03T02:30:00+00:00,False,,51.168760,-0.175101,Male,over 34,Black/African/Caribbean/Black British - African,Black,,Anything to threaten or harm anyone,A no further action disposal,False,
Person search,2021-09-03T13:50:00+00:00,False,,51.318575,-0.752620,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,Arrest,True,
Person search,2021-09-03T16:24:00+00:00,False,,51.372235,-0.493578,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2021-09-03T18:00:00+00:00,False,,51.215861,-0.330244,Male,18-24,White - Any other White background,White,,Stolen goods,A no further action disposal,False,
Person search,2021-09-03T19:00:00+00:00,False,,51.332619,-0.265098,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Community resolution,True,
Person search,2021-09-03T23:30:00+00:00,False,,51.339483,-0.742678,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2021-09-04T12:07:00+00:00,False,,51.452350,-0.466677,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,False,
Person search,2021-09-04T13:35:00+00:00,False,,51.331468,-0.367734,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,False,
Person search,2021-09-04T13:37:00+00:00,False,,51.331468,-0.367734,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Stolen goods,A no further action disposal,False,
Person search,2021-09-04T16:50:00+00:00,False,,51.217838,-0.165543,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,A no further action disposal,True,
Person search,2021-09-04T17:23:00+00:00,False,,51.290170,-0.076079,Male,18-24,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,True,
Person search,2021-09-04T18:00:00+00:00,False,,51.217838,-0.165543,Male,10-17,Black/African/Caribbean/Black British - Caribbean,Black,,Offensive weapons,A no further action disposal,False,
Person search,2021-09-04T18:00:00+00:00,False,,51.320194,-0.593141,Male,18-24,Black/African/Caribbean/Black British - African,Black,,Controlled drugs,A no further action disposal,False,
