Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1e0c4ae0e3dd8bb998236aaed3f81b8fb3f661be8bc8e98a400948b139bcc1e0,2020-04,Gwent Police,Gwent Police,-2.961343,51.619066,On or near BROOKLEA,W01001628,Newport 001F,Unable to prosecute suspect
6895e563814d6c87b43ebd2ac8797bb6f64926cbe9ba8d89e403a2a4f8e7f52f,2020-04,Gwent Police,Gwent Police,-3.065260,51.749256,On or near VARTEG ROAD,W01001482,Torfaen 002A,Unable to prosecute suspect
9c42d08f23f4c17516f7bcf11ae12fecb74ce0dececf1e7af1d5c5eb236a2e9b,2020-04,Gwent Police,Gwent Police,-2.973031,51.580683,On or near AMELIA CLOSE,W01001644,Newport 013C,Suspect charged
b35746e239fdd4d6b4148857407cfe7e3a946fbff9116a92af3a68866ed8006a,2020-04,Gwent Police,Gwent Police,-3.256059,51.743658,On or near BARKLEY STREET,W01001374,Caerphilly 001A,Unable to prosecute suspect
c3357127b4e68a6ee78a9b846331d6281b3f30b5cc8e01161ab523ac9ef6d577,2020-04,Gwent Police,Gwent Police,-3.143814,51.664240,On or near EBBW VIEW TERRACE,W01001383,Caerphilly 010D,Suspect charged
e6930e4948290243cdde460c2ca95060968d957ecf19984beb2439b25883c745,2020-04,Gwent Police,Gwent Police,-3.256059,51.743658,On or near BARKLEY STREET,W01001374,Caerphilly 001A,Unable to prosecute suspect
5ec58dc05bdcde88ed6286a4e9b2004e8cf4b56e1b8abe088f07fe3f72cec6bb,2020-04,Gwent Police,Gwent Police,-3.040868,51.643429,On or near TON ROAD,W01001498,Torfaen 011B,Unable to prosecute suspect
2c3384ec8108224400d8fc7a17184dc5261c5e4db46fe6c97e7aa383ac04fd58,2020-04,Gwent Police,Gwent Police,-3.047983,51.654291,On or near WYE COURT,W01001501,Torfaen 009A,Unable to prosecute suspect
0ead7379b89dac73fae1d12b4531a49a2e2903ab31c6c7d15950b777e9b7fec6,2020-04,Gwent Police,Gwent Police,-3.216892,51.567698,On or near FFORDD DEG,W01001425,Caerphilly 024D,Suspect charged
2cbb6cee9da3a9832decb45190fe99d5fc6ffc39af1f2973318674380c234945,2020-04,Gwent Police,Gwent Police,-3.009294,51.614977,On or near CHAPMAN CLOSE,W01001652,Newport 002B,Unable to prosecute suspect
ab1d54a7a0e93303b961b036b9cdc9048abed25807224e503d3c963b446df625,2020-04,Gwent Police,Gwent Police,-3.016184,51.636983,On or near PLAS TY-COCH,W01001505,Torfaen 013B,Unable to prosecute suspect
a20831a52fe5e6a3af88012c42d47856b9225e48acf744a8e8b1d74ef5d15e08,2020-04,Gwent Police,Gwent Police,-3.022486,51.574715,On or near PEPYS GROVE,W01001632,Newport 017D,Offender given a drugs possession warning
085a93a67690fd85b956dc283805f9c7f7a7d93eaccaca02632646fe9918204b,2020-04,Gwent Police,Gwent Police,-3.281665,51.747680,On or near WINE STREET,W01001406,Caerphilly 001D,Unable to prosecute suspect
47f8af9e2a26bb253495483e99ef5f17ed736e55805e25f01aefed7250b4a58a,2020-04,Gwent Police,Gwent Police,-3.027211,51.684983,On or near ST HILDA'S ROAD,W01001515,Torfaen 006B,Unable to prosecute suspect
f53471006dc183c9651d8ce8ca57362b54a42482b8a6b3eb8e56386c07785c11,2020-04,Gwent Police,Gwent Police,-3.020781,51.576546,On or near BEN JONSON WAY,W01001632,Newport 017D,Unable to prosecute suspect
bae837a9925f8ff0960b612ea924ad45cdb54fd5a4fe39f27dfc935b8d86e5b5,2020-04,Gwent Police,Gwent Police,-3.237088,51.659437,On or near PARC DERWEN,W01001363,Caerphilly 012A,Unable to prosecute suspect
097ef25e8b1a973e187778fd1e84a632bc50c7cfde7a42f2dc31e50b80ee5f48,2020-04,Gwent Police,Gwent Police,-3.184968,51.660523,On or near PENMAEN ROAD,W01001401,Caerphilly 011A,Offender given a drugs possession warning
ec67b4895f27d4f8f6e77169e5ec6862cb4111e5ef405e171e622017f46638c5,2020-04,Gwent Police,Gwent Police,-3.233613,51.650194,On or near TREM PENALLTA,W01001364,Caerphilly 012B,Local resolution
d3cdd512960773d999fc3d268da499756b9485bf736524312b2f7f74ab7d908a,2020-04,Gwent Police,Gwent Police,-3.196833,51.653731,On or near LLANOVER AVENUE,W01001405,Caerphilly 011E,Unable to prosecute suspect
ff24c6ed589ab2d39f5073ad469c127d56dc7fe22637306dff2618960e063635,2020-04,Gwent Police,Gwent Police,-3.049394,51.700953,On or near HIGH STREET,W01001541,Torfaen 004F,Unable to prosecute suspect
bdc612da900c186d89e0c3983ebf3c8faa30867fa5b8eb6ed141d2c0839a6d95,2020-04,Gwent Police,Gwent Police,-3.207123,51.769428,On or near FARM FIELDS ROAD,W01001459,Blaenau Gwent 007D,Unable to prosecute suspect
ff1383e90898b7da4612b73b3ec105fe1af78584c4a402cf523cc9d350aac669,2020-04,Gwent Police,Gwent Police,-3.052755,51.711713,On or near STRYD SIOR,W01001529,Torfaen 003B,Unable to prosecute suspect
ee06d2c23875d8100b28886853a648a728619e10a5d5ca2672b86c92ef67408c,2020-04,Gwent Police,Gwent Police,-3.020781,51.576546,On or near BEN JONSON WAY,W01001632,Newport 017D,Unable to prosecute suspect
5b2606b0268f361a8bde96e9b74e37206e3f7eba7d5086102ca162c19dd697f4,2020-04,Gwent Police,Gwent Police,-2.979484,51.592840,On or near FAIROAK AVENUE,W01001691,Newport 011D,Unable to prosecute suspect
7196f864fa3562ccb24c2f8bb2ebc52eb5f3564cf80c39f3107c41a6b52ed45a,2020-04,Gwent Police,Gwent Police,-3.028115,51.643173,On or near CAE DERWEN,W01001532,Torfaen 010E,Unable to prosecute suspect
db4484fb0cd428fba896ff7aad950d0a26d8db1d0f3f6721aa118f1ae03a99a0,2020-04,Gwent Police,Gwent Police,-2.701660,51.809426,On or near JUSTIN'S HILL,W01001599,Monmouthshire 004F,Unable to prosecute suspect
5f7af52d0a3e88726afce32ece6c7398af6da6dcd066e6a6c9faf19a17780d75,2020-04,Gwent Police,Gwent Police,-3.288462,51.765085,On or near CHURCH STREET,W01001429,Caerphilly 001F,Unable to prosecute suspect
7e7324e1a1376d4da7d021b4069ad5d78b432080d144923e6cda10fa2576a416,2020-04,Gwent Police,Gwent Police,-3.064870,51.722205,On or near CARADOC STREET,W01001486,Torfaen 002E,Unable to prosecute suspect
efc6e7f0f383852067dbb79204c6c535dc1c36ec16209fc48acb79ac561c06b3,2020-04,Gwent Police,Gwent Police,-3.013421,51.562916,On or near VISCOUNT EVAN DRIVE,W01001688,Newport 019C,Unable to prosecute suspect
d0250387c6c45baf00a26a6a7c7bbdecd70060c658a7972c65002c7487e1edc2,2020-04,Gwent Police,Gwent Police,-3.232738,51.648846,On or near HAWTHORN AVENUE,W01001364,Caerphilly 012B,Unable to prosecute suspect
5af8df7c0c81f3be11ff7b12516aa01584642d46a4104c296b8dd1741fc9d9fb,2020-04,Gwent Police,Gwent Police,-3.005838,51.646783,On or near PENRICE GREEN,W01001507,Torfaen 008D,Unable to prosecute suspect
32c4453828a112e997e0efe4a105f7c7921254a02db4a61bcc21df5750fef207,2020-04,Gwent Police,Gwent Police,-2.998192,51.602699,On or near BRYNGLAS ROAD,W01001683,Newport 006D,Unable to prosecute suspect
8663899bd17567599b0a14fdf5f3641be6432acecb3a024e3be93f6d14ae9879,2020-04,Gwent Police,Gwent Police,-3.014280,51.664307,On or near CLOS ABERTEIFI,W01001493,Torfaen 008A,Unable to prosecute suspect
934da67c320b6781853257cad6bd18e78ca6ffa79bff6cb7b32aa72321b0cf81,2020-04,Gwent Police,Gwent Police,-3.283175,51.650616,On or near Bus/Coach Station,W01001378,Caerphilly 013B,Unable to prosecute suspect
e5e949cae7129dd778985b66999599356e67380067d26aea0e974b543d66ee09,2020-04,Gwent Police,Gwent Police,-3.276350,51.607836,On or near Parking Area,W01001333,Caerphilly 018D,Unable to prosecute suspect
01591372f5981bb59ae5b6eabd8ba2cd01d257d77077ae61e9f3d340974349f9,2020-04,Gwent Police,Gwent Police,-3.276350,51.607836,On or near Parking Area,W01001333,Caerphilly 018D,Unable to prosecute suspect
baa474d4795c817a1d99c34ec345fa5c3b2cd24be01be161dd1eef77af497fbe,2020-04,Gwent Police,Gwent Police,-3.205476,51.796806,On or near GARTH DAN-Y-BRYN,W01001442,Blaenau Gwent 001C,Unable to prosecute suspect
10cbc9139300b3c0690d751e4da178aa2ce4ed99011895834b3f93064e291a58,2020-04,Gwent Police,Gwent Police,-3.066819,51.592717,On or near LUPIN GROVE,W01001672,Newport 009C,Unable to prosecute suspect
2f39bc03c6eb0f934c148f4881fbec108b2a9a2239e82f69a03b80bc2b1cbe24,2020-04,Gwent Police,Gwent Police,-2.838290,51.579745,On or near KENSINGTON PARK,W01001572,Monmouthshire 011A,Unable to prosecute suspect
e6f4cecb3e5495971a71c2b81a4f48f037959e151d7f76ee4cea86fc39326561,2020-04,Gwent Police,Gwent Police,-2.998208,51.594859,On or near QUEEN'S HILL,W01001681,Newport 006B,Unable to prosecute suspect
6a21fc458ce018bcae6d357c8e12a0fc5d70b1775e2152320565a5dea66681b3,2020-04,Gwent Police,Gwent Police,-3.234774,51.565210,On or near FFORDD ERW,W01001427,Caerphilly 024F,Unable to prosecute suspect
c0e8dd90bc3d37eb457abdbe92e2117ab5f5cc8d55751f366a70ac6bb8e9486c,2020-04,Gwent Police,Gwent Police,-2.968553,51.580496,On or near MAGOR STREET,W01001642,Newport 013A,Unable to prosecute suspect
f20d3c15a1c0d227269f5221f857f6dac92ac09672631611eb5f7be954d9caf9,2020-04,Gwent Police,Gwent Police,-3.129955,51.682537,On or near SOFRYDD ROAD,W01001464,Blaenau Gwent 009A,Unable to prosecute suspect
5e9adac7d7ec7ed71219f7af1e32bbe7f43f8d5423f22b69552795627ea7f243,2020-04,Gwent Police,Gwent Police,-3.161211,51.659277,On or near GLEN VIEW COURT,W01001380,Caerphilly 010A,Unable to prosecute suspect
3152e295c0c7d77489ba4946944d5dbd277a6224f826324f061578c47ce3a93e,2020-04,Gwent Police,Gwent Police,-3.232738,51.648846,On or near HAWTHORN AVENUE,W01001364,Caerphilly 012B,Unable to prosecute suspect
edb20b51472de95b4969a73d541634490fd7b14cf9c8aa15535b9edee485a45a,2020-04,Gwent Police,Gwent Police,-3.046067,51.651449,On or near RAVENSCOURT,W01001503,Torfaen 009B,Unable to prosecute suspect
b991ca9a411a9a030049b38a9ab7ae47cc34d3dd45ed8b78f4de70bbbd7a11ad,2020-04,Gwent Police,Gwent Police,-3.232738,51.648846,On or near HAWTHORN AVENUE,W01001364,Caerphilly 012B,Unable to prosecute suspect
5b8a5fc73e784811c4b89d2fcf6e14f86047e6fcb13123e386486cd8b4b90f12,2020-04,Gwent Police,Gwent Police,-3.024059,51.608105,On or near THAMES CLOSE,W01001620,Newport 003D,Unable to prosecute suspect
69c50f7d174f775c6c25e4334fb511e802dc6165a77c0da1e47fe2b19d0214a5,2020-04,Gwent Police,Gwent Police,-2.993758,51.599302,On or near ALDERNEY STREET,W01001681,Newport 006B,Unable to prosecute suspect
cd3e8c8368d9942df3e33b8f9c18b9a7dc1efdff6af8b2d9088f381ab17b91a4,2020-04,Gwent Police,Gwent Police,-3.069252,51.731813,On or near AMBLESIDE,W01001485,Torfaen 002D,Unable to prosecute suspect
2a55b9b611bf712eac57eb4648695cc5852f1ea039571a8667db5a3500c59a7f,2020-04,Gwent Police,Gwent Police,-3.181060,51.789753,On or near BRYNAWELON,W01001467,Blaenau Gwent 005D,Unable to prosecute suspect
86f10e07539743d81761dcafd7571434be1e6f4efa80c306f4314d8890fbbbf7,2020-04,Gwent Police,Gwent Police,-3.131964,51.739255,On or near VALLEY VIEW ROAD,W01001454,Blaenau Gwent 008E,Unable to prosecute suspect
bd13979df01d9b5730bc004bec71fb996e6494dd01a1eaae17a80192c2a50630,2020-04,Gwent Police,Gwent Police,-3.037693,51.636021,On or near TROSTREY,W01001534,Torfaen 012C,Unable to prosecute suspect
1363a7fbb5a19a30b654580fadda3729ded811c608b71a456746106d9c12e1ec,2020-04,Gwent Police,Gwent Police,-3.160069,51.776907,On or near ATTLEE ROAD,W01001469,Blaenau Gwent 005F,Unable to prosecute suspect
9c25ea39ba98a227a3d3cbf27289f70c9cfcd6ee071e4444c7249b11b8726d79,2020-04,Gwent Police,Gwent Police,-3.028115,51.643173,On or near CAE DERWEN,W01001532,Torfaen 010E,Suspect charged
7cd6eb5bf49ce8bcf05ff86dbdf8c94a111ee762c1267b0f4379513f9c919a3b,2020-04,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Unable to prosecute suspect
a346b1abce7543d7008b6a179749344e9cbb21afb521e49f3034c19e416efba9,2020-04,Gwent Police,Gwent Police,-3.236222,51.654708,On or near LANSBURY AVENUE,W01001364,Caerphilly 012B,Unable to prosecute suspect
fc40269b18e18770baf7b318e2362bf55164add9e1bb6144977929b433613335,2020-04,Gwent Police,Gwent Police,-3.021635,51.558654,On or near SANDPIPER WAY,W01001689,Newport 019D,Offender given a drugs possession warning
012a879e0842f46e4ca1fb7a6d2190bfcb133a288d19b6ec9806657307cce6f1,2020-04,Gwent Police,Gwent Police,-3.002860,51.652662,On or near TURNPIKE ROAD,W01001507,Torfaen 008D,Formal action is not in the public interest
45f073099b36791500a8e03c0e3f70f297506403265ddd8e078acb6c431c6657,2020-04,Gwent Police,Gwent Police,-3.196477,51.667663,On or near WESLEY ROAD,W01001350,Caerphilly 009C,Suspect charged
8f1b0ce8ba877433812fb5b6f4bb4ef34c3da726df5521c6331812213329bb68,2020-04,Gwent Police,Gwent Police,-3.049159,51.645109,On or near TON ROAD,W01001497,Torfaen 011A,Unable to prosecute suspect
6b80412c6dbfb86c4ea30d26d59141c8b9fe651451e8597319656fed30c318c3,2020-04,Gwent Police,Gwent Police,-3.041656,51.703621,On or near Supermarket,W01001524,Torfaen 004D,Unable to prosecute suspect
4e28d9efaf9b1b7201e0d88e5a19566e820f3d32896f46f6fe2e5ad1d31b0683,2020-04,Gwent Police,Gwent Police,-3.002860,51.652662,On or near TURNPIKE ROAD,W01001507,Torfaen 008D,Formal action is not in the public interest
01d3104352f32b53389b2e5d50cf78397a006ef45a7c399c94ca229074d0bcd1,2020-04,Gwent Police,Gwent Police,-3.010409,51.835860,On or near DAN-Y-DERI,W01001909,Monmouthshire 002F,Unable to prosecute suspect
b044dc4f11ff7de15805123cdf81cbd280f9fafede2f7773acf9438354aa8a44,2020-04,Gwent Police,Gwent Police,-3.089980,51.611027,On or near ROWAN ROAD,W01001409,Caerphilly 016C,Unable to prosecute suspect
57f39e0805526844b4cb8e4daaadf024bcff0fa7b6c4a4f550ccc0dfedfa128e,2020-04,Gwent Police,Gwent Police,-2.989130,51.575711,On or near COURTYBELLA TERRACE,W01001659,Newport 018A,Unable to prosecute suspect
244fc981fe176ea06e67b7bf50ce6d9d23f2680e5a40287914e49a9add624c7b,2020-04,Gwent Police,Gwent Police,-3.160069,51.776907,On or near ATTLEE ROAD,W01001469,Blaenau Gwent 005F,Unable to prosecute suspect
bffbf0b2a5f5f8661d6f836af51276d894cf99bfe31ddcbbdb8592124eec9929,2020-04,Gwent Police,Gwent Police,-3.194598,51.666594,On or near Parking Area,W01001350,Caerphilly 009C,Unable to prosecute suspect
90aeeccc4e302a6fc9fdb948b55a0bc1e6e8e8d0a1bb16090bb3a2f915894f23,2020-04,Gwent Police,Gwent Police,-2.975347,51.612683,On or near PLANE TREE CLOSE,W01001624,Newport 001B,Unable to prosecute suspect
bf9aaec11ac827ef1378ea6c6b6c44545e3c8c1e6c9c273da57ea17a53019e56,2020-04,Gwent Police,Gwent Police,-2.961498,51.587459,On or near LINDEN ROAD,W01001607,Newport 015A,Unable to prosecute suspect
9af85e4ab88ec47ad833fd14b738fb8b0e4fac90063d437e9227fdb5bf520e81,2020-04,Gwent Police,Gwent Police,-3.028986,51.642698,On or near TREM TWYNBARLWM,W01001532,Torfaen 010E,Unable to prosecute suspect
29d8cac2a85271e2ab6d066144721b9a4a084bab0ff9eda6e2e1bc2cbec255d4,2020-04,Gwent Police,Gwent Police,-3.244975,51.642332,On or near COED-YR-HAF,W01001432,Caerphilly 013D,Unable to prosecute suspect
f18562f84120f46b768d0eca16489518e5b968e802580b08f9f4b9e05e6104a9,2020-04,Gwent Police,Gwent Police,-2.981614,51.595232,On or near ANNESLEY ROAD,W01001675,Newport 007A,Unable to prosecute suspect
9bb3d939e9809ef51242a1489f40ff8c08433fa69e5e688b1de62107f4156c67,2020-04,Gwent Police,Gwent Police,-3.239800,51.668751,On or near BRON-Y-GARTH,W01001416,Caerphilly 008C,Unable to prosecute suspect
34b11323e4fdfcb3900c067b59432e3f9bdcd64f71b9283f11c67df6791ffad8,2020-04,Gwent Police,Gwent Police,-3.240437,51.683068,On or near SYCAMORE COURT,W01001339,Caerphilly 004D,Unable to prosecute suspect
dbf83b47ffa72f95407a40c606fea24d40024d9b379e1923e76fc19c286ea0ea,2020-04,Gwent Police,Gwent Police,-3.229210,51.683510,On or near CARDIFF ROAD,W01001362,Caerphilly 003C,Unable to prosecute suspect
0408c1b8b3c0bc1eff988ac5f2190280bd8376e93932d1832db28d684e93078b,2020-04,Gwent Police,Gwent Police,-3.034470,51.613130,On or near WEARE CLOSE,W01001619,Newport 003C,Unable to prosecute suspect
a13cc578c7719946a11ce3adcc7af249bcf63c7a42d208ca44b9d380a0609a50,2020-04,Gwent Police,Gwent Police,-3.089980,51.611027,On or near ROWAN ROAD,W01001409,Caerphilly 016C,Unable to prosecute suspect
d4377d3b2225f30de9f6d5718336c6f83aecc13372aa728de0ff86b9b1580206,2020-04,Gwent Police,Gwent Police,-3.270533,51.595490,On or near WILLIAM STREET,W01001331,Caerphilly 018B,Unable to prosecute suspect
f0d8d906d5c53141e46253bb3c0ecdfa42ce462e2076127d1091faf7d4b2fd77,2020-04,Gwent Police,Gwent Police,-3.200292,51.672479,On or near PLEASANT VIEW,W01001347,Caerphilly 005C,Unable to prosecute suspect
f3fef38b922096113ccbce196448781825023de0fa4004a92fff2f4980741c5f,2020-04,Gwent Police,Gwent Police,-3.279857,51.595416,On or near HILLSIDE AVENUE,W01001331,Caerphilly 018B,Unable to prosecute suspect
67ccdeb7f151ecd668f9ad9eb3ce73c371b7641ab3de6c232ca1d5cc57af2087,2020-04,Gwent Police,Gwent Police,-2.958003,51.581176,On or near BROOKFIELD CLOSE,W01001648,Newport 015G,Unable to prosecute suspect
16ba81240dc6c5a0b13918939db76fce768ed10235c1c9e89afe9ece08c7c06a,2020-04,Gwent Police,Gwent Police,-3.289433,51.771683,On or near HEOL-Y-TWYN,W01001428,Caerphilly 001E,Unable to prosecute suspect
79750222cc1e9b79ba41ef3723b72242568c4d17de3cdacda86082bee3433576,2020-04,Gwent Police,Gwent Police,-2.942676,51.595102,On or near EISTEDDFORD WALK,W01001665,Newport 008D,Unable to prosecute suspect
2c6b0a239e7f83a5e3278ab228cf334fda9baf25002760965191b57c81f9d96c,2020-04,Gwent Police,Gwent Police,-2.674355,51.642645,On or near MIDDLE STREET,W01001587,Monmouthshire 008C,Unable to prosecute suspect
621dc4cd719b2e81cfa1747400570336abf19ed332901f625b71114c84b1a5f6,2020-04,Gwent Police,Gwent Police,-3.157819,51.759791,On or near LANCASTER STREET,W01001445,Blaenau Gwent 005C,Unable to prosecute suspect
c3d73c1dca34f52a5c06a10ca08e70e9cb838c79824af893262a85036e6489b8,2020-04,Gwent Police,Gwent Police,-3.205310,51.794947,On or near CHURCH VIEW,W01001440,Blaenau Gwent 001A,Unable to prosecute suspect
486e27b341a6bd059d558a315e8aaab87cfeae4d2e6c2549a0ded012c16608f9,2020-04,Gwent Police,Gwent Police,-3.246663,51.771704,On or near UPPER SALISBURY STREET,W01001481,Blaenau Gwent 006E,Unable to prosecute suspect
66144e8977ae1b28f960e22749f226b889503695e7f65b2228a2cbff5ba40dea,2020-04,Gwent Police,Gwent Police,-2.678051,51.639468,On or near A48,W01001586,Monmouthshire 007D,Unable to prosecute suspect
84443788e8629ff1b9934712513cf54f549c76bbe432256ebd3f256959783c7c,2020-04,Gwent Police,Gwent Police,-2.994714,51.580951,On or near GROVE LANE,W01001687,Newport 014D,Unable to prosecute suspect
3c48df8cc9b0af150218b291d2c6c6f72f3d03aeebc881f08fbaf5c8ad914c39,2020-04,Gwent Police,Gwent Police,-3.224992,51.801002,On or near FERNDALE CLOSE,W01001471,Blaenau Gwent 001E,Offender given a caution
1d9827161e73dcdee6ac8c797b75ddd5359048a751490fa38a789d96dc4f6df2,2020-04,Gwent Police,Gwent Police,-3.173136,51.442806,On or near LORD STREET,W01001126,The Vale of Glamorgan 005E,Unable to prosecute suspect
cc3a32324760fab9c684c066e4f57ac8b5d7016720274e380e934f76ce1c6dd2,2020-04,Gwent Police,Gwent Police,-3.190232,51.651748,On or near CLOS TREFIN,W01001405,Caerphilly 011E,Unable to prosecute suspect
763d4c2657d587eacafffbfa57d9791b25f98f3e1280ef56c63c340bc8d2b1cc,2020-04,Gwent Police,Gwent Police,-3.176576,51.797980,On or near QUEEN SQUARE,W01001449,Blaenau Gwent 002D,Unable to prosecute suspect
49fc4e513433abc8f6a940138572215418fc38c4ce4e672915eb8eb3a6ce6051,2020-04,Gwent Police,Gwent Police,-3.241722,51.652330,On or near RHONDA CREYR,W01001432,Caerphilly 013D,Unable to prosecute suspect
0811f4472ab83e547373ca74080ad4e73e85e36d813b7bbbd4129243d91d35ba,2020-04,Gwent Police,Gwent Police,-3.254753,51.663017,On or near GAER PLACE,W01001414,Caerphilly 008A,Unable to prosecute suspect
e7d176037f2a77505b1f52d6e188ec7d08d7c0b05e8b57bc0117c03c9a43f5e0,2020-04,Gwent Police,Gwent Police,-2.984468,51.591036,On or near SANDAL WOOD COURT,W01001692,Newport 011E,Unable to prosecute suspect
2b955b5b45f0cee940b88b7a943d940d4241a5649aa299d97d9e199edb873b91,2020-04,Gwent Police,Gwent Police,-3.196477,51.667663,On or near WESLEY ROAD,W01001350,Caerphilly 009C,Suspect charged
7e52369b32e974d4d74492b957bbf8e307fe33406dc2b4726f456df2ada8583b,2020-04,Gwent Police,Gwent Police,-2.995300,51.574095,On or near MENDALGIEF ROAD,W01001660,Newport 018B,Suspect charged
283a358c73a3f9d548cffd53bb204496c8f0b94bf4136cd09049aa8443560c10,2020-04,Gwent Police,Gwent Police,-3.050415,51.578146,On or near HIGHFIELD ROAD,W01001637,Newport 016B,Unable to prosecute suspect
9a50dc452603a094cbde0371984c4cab28959726da0733dccd978b51c0b6a6b0,2020-04,Gwent Police,Gwent Police,-3.274836,51.752088,On or near BROOKFIELD AVENUE,W01001376,Caerphilly 001C,Unable to prosecute suspect
ebf8ac26aca727274ffddf58ea3001c11aac131c757f9d67401681b3d5eaf89c,2020-04,Gwent Police,Gwent Police,-3.228131,51.643652,On or near Petrol Station,W01001433,Caerphilly 013E,Suspect charged
7dc85a609daf1faf37f6cff2e9ca2607b837d0f730dd7d05c24af0c5e32d1b09,2020-04,Gwent Police,Gwent Police,-3.036518,51.611745,On or near WELLAND CRESCENT,W01001621,Newport 003E,Suspect charged
5e07c369fb13714491102b0088d211afabe632a16c6e2c9ad247dfd98ffae561,2020-04,Gwent Police,Gwent Police,-3.066625,51.738940,On or near TY-ROSSER-GWYN,W01001483,Torfaen 002B,Unable to prosecute suspect
303bb456e7f64da668f748d71995107bbd47c5cfc294921f1ff22e380c505abf,2020-04,Gwent Police,Gwent Police,-3.232437,51.686218,On or near JOHN STREET,W01001337,Caerphilly 004B,Unable to prosecute suspect
217ba72f4579a9f2628107b3519da86b2c5b1e432f625beba7eadd748603ee06,2020-04,Gwent Police,Gwent Police,-3.225610,51.589269,On or near SIR ALFRED OWEN WAY,W01001371,Caerphilly 022A,Unable to prosecute suspect
c372d0079132a61bdf136d12ccdfedce01bf6952fd2a5ed6b6e8d8ce4df3f176,2020-04,Gwent Police,Gwent Police,-2.977310,51.582365,On or near LIBERTY GROVE,W01001644,Newport 013C,Unable to prosecute suspect
e895ceb55c9eff55e9f875e3716a51f66b5c6080fa6f27b2afc36e5e19943f99,2020-04,Gwent Police,Gwent Police,-2.968906,51.575368,On or near CORPORATION ROAD,W01001647,Newport 015F,Unable to prosecute suspect
f2e094c24adee79d503c933cc6b5c61828ad95c00711a3030436e55f557a18d1,2020-04,Gwent Police,Gwent Police,-3.211910,51.670526,On or near WAUN BORFA ROAD,W01001352,Caerphilly 007A,Unable to prosecute suspect
c8a437b63cf3d83dacdf50d5aaea400f94962c89a17761f44d61b1a6308868db,2020-04,Gwent Police,Gwent Police,-3.240329,51.783829,On or near GREEN MEADOW,W01001473,Blaenau Gwent 003B,Offender given a caution
98350fabc7bda20f8db97ce222ece98d7640e7be5485609884d14df740849e58,2020-04,Gwent Police,Gwent Police,-3.190232,51.651748,On or near CLOS TREFIN,W01001405,Caerphilly 011E,Unable to prosecute suspect
c0b37713a9f27d016818d5cb7002a5a44df966fe2424a020644b0e4ee9aed0f9,2020-04,Gwent Police,Gwent Police,-3.287567,51.656170,On or near LLANCAIACH COURT,W01001379,Caerphilly 013C,Unable to prosecute suspect
dec06498a30135d1d4d0b8e164cf8e5ea3a588661fc90e9c14ba7d20afcf0186,2020-04,Gwent Police,Gwent Police,-3.070194,51.835376,On or near A40,W01001564,Monmouthshire 003D,Unable to prosecute suspect
37518ab55850a123e2c06f1669d6f5070aab91f4df8468f26db197b8f7dd4960,2020-04,Gwent Police,Gwent Police,-3.215718,51.665298,On or near FRON WEN,W01001388,Caerphilly 007D,Unable to prosecute suspect
b6a49e695e85cba620826e6cb7af01ed395190acdf252f17eac9d8866f6e444e,2020-04,Gwent Police,Gwent Police,-3.235332,51.785581,On or near BRYN PICA,W01001473,Blaenau Gwent 003B,Unable to prosecute suspect
bf80c59bf8085db897f05f489a40301195990367327cea4f18841dd0e4d68bde,2020-04,Gwent Police,Gwent Police,-3.040285,51.651419,On or near GREENMEADOW WAY,W01001503,Torfaen 009B,Unable to prosecute suspect
e54b1117a2bb40055454efb858036df532e14d7fe08fb894130e62fea9aee46d,2020-04,Gwent Police,Gwent Police,-2.977310,51.582365,On or near LIBERTY GROVE,W01001644,Newport 013C,Unable to prosecute suspect
e4325d8ff58609584f2e9495bb8f796705d4f9f19642ec89643337a2c855fed1,2020-04,Gwent Police,Gwent Police,-3.005427,51.585068,On or near CAERAU ROAD,W01001685,Newport 014B,Unable to prosecute suspect
d656e3df80fe8f0af75d2fca3a7a35e192fc09c25228cb98a15a9b8103d35f0c,2020-04,Gwent Police,Gwent Police,-3.244448,51.781268,On or near Petrol Station,W01001475,Blaenau Gwent 003D,Unable to prosecute suspect
07561232265f8908caae7301930f4595cc7bd9568f7d9889bf513ac462736547,2020-04,Gwent Police,Gwent Police,-3.124236,51.723738,On or near PRETORIA ROAD,W01001477,Blaenau Gwent 009E,Unable to prosecute suspect
9234be51fc33054fe5cf9f7e2e7b8ea3e9acaaa8b0e574a10eaf8db1baa30af9,2020-04,Gwent Police,Gwent Police,-2.958626,51.584713,On or near LIME CRESCENT,W01001607,Newport 015A,Unable to prosecute suspect
6171e3cfcbc21dba6cd5e5cd88356e05cb2a63bf06c7bb01f4966b5f1076e614,2020-04,Gwent Police,Gwent Police,-3.179343,51.736154,On or near GRAIG TERRACE,W01001451,Blaenau Gwent 007B,Unable to prosecute suspect
4abc7efaa9394cad31ba64ad36cb61fd60fc1d46b2e7ed85d2b7d73e83d9f68f,2020-04,Gwent Police,Gwent Police,-3.201863,51.703421,On or near BRYN CRESCENT,W01001334,Caerphilly 005A,Unable to prosecute suspect
