Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person and Vehicle search,2021-04-01T03:04:00+00:00,,,53.972243,-1.141658,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T13:04:00+00:00,,,53.976654,-1.094881,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2021-04-01T13:04:00+00:00,,,54.277934,-0.409446,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T14:04:00+00:00,,,54.280975,-0.406948,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T14:04:00+00:00,,,54.280975,-0.406948,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T15:04:00+00:00,,,54.486481,-0.636257,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Penalty Notice for Disorder,True,
Person and Vehicle search,2021-04-01T15:04:00+00:00,,,53.997272,-1.501272,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T15:04:00+00:00,,,54.336520,-1.433290,Male,25-34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2021-04-01T15:04:00+00:00,,,54.336520,-1.433290,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2021-04-01T18:04:00+00:00,,,54.239336,-0.397089,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-01T18:04:00+00:00,,,54.377714,-1.722827,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-01T22:04:01+00:00,,,53.954153,-1.096770,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person and Vehicle search,2021-04-02T00:04:00+00:00,,,53.886510,-2.037922,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-02T01:04:00+00:00,,,53.886636,-2.036766,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2021-04-02T01:04:00+00:00,,,53.886510,-2.037922,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2021-04-02T17:04:00+00:00,,,53.930697,-2.163152,Female,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-02T18:04:00+00:00,,,54.276996,-0.411248,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,False,
Person search,2021-04-03T00:04:00+00:00,,,54.279359,-0.440787,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Vehicle search,2021-04-03T08:04:00+00:00,,,53.785112,-1.066132,,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,True,
Person and Vehicle search,2021-04-03T09:04:00+00:00,,,53.919383,-2.019163,Male,over 34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-03T09:04:00+00:00,,,53.919383,-2.019163,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-03T16:04:00+00:00,,,53.999394,-1.135165,Male,10-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-03T16:04:00+00:00,,,53.999394,-1.135165,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-03T16:04:00+00:00,,,53.999394,-1.135165,Male,10-17,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-03T16:04:00+00:00,,,54.247224,-0.417181,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-03T20:04:00+00:00,,,54.484968,-0.614588,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-03T22:04:00+00:00,,,54.210339,-0.295501,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2021-04-04T02:04:00+00:00,,,53.948536,-1.058143,Male,over 34,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Vehicle search,2021-04-04T13:04:00+00:00,,,53.862514,-1.325779,,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2021-04-04T13:04:00+00:00,,,54.200179,-0.430263,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-04T13:04:00+00:00,,,53.953036,-1.080931,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-04T14:04:00+00:00,,,54.198056,-0.439817,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-04T22:04:00+00:00,,,53.954153,-1.096770,Female,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2021-04-05T08:04:00+00:00,,,53.933598,-0.772503,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person and Vehicle search,2021-04-05T08:04:00+00:00,,,53.933598,-0.772503,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2021-04-05T15:04:00+00:00,,,53.961517,-1.061936,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-05T20:04:00+00:00,,,53.960395,-2.017049,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2021-04-05T20:04:00+00:00,,,53.884639,-2.042758,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Vehicle search,2021-04-05T23:04:00+00:00,,,53.992709,-1.495439,,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Vehicle search,2021-04-06T00:04:00+00:00,,,53.955376,-1.140953,,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
Person search,2021-04-06T09:04:00+00:00,,,54.280762,-0.404391,Male,25-34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-06T12:04:00+00:00,,,54.285320,-0.401803,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2021-04-06T13:04:00+00:00,,,54.336715,-1.434472,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2021-04-06T13:04:00+00:00,,,54.336715,-1.434472,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2021-04-06T13:04:00+00:00,,,54.336715,-1.434472,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2021-04-06T13:04:00+00:00,,,54.336715,-1.434472,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2021-04-06T13:04:00+00:00,,,54.336715,-1.434472,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Vehicle search,2021-04-06T14:04:00+00:00,,,54.117033,-1.413584,,over 34,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,,False,
Person search,2021-04-06T16:04:00+00:00,,,53.993040,-1.535108,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-06T18:04:00+00:00,,,53.952482,-1.073156,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,
Person search,2021-04-06T18:04:00+00:00,,,53.993310,-1.528226,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-06T19:04:00+00:00,,,53.995695,-1.538343,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-06T22:04:00+00:00,,,53.995695,-1.538343,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-07T12:04:00+00:00,,,54.337340,-1.428050,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-07T17:04:00+00:00,,,53.954384,-1.076283,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-07T17:04:00+00:00,,,54.284140,-0.394797,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2021-04-08T00:04:00+00:00,,,53.987764,-1.499266,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,
Person search,2021-04-08T12:04:00+00:00,,,54.007002,-1.524623,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-08T12:04:00+00:00,,,54.007002,-1.524623,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-08T13:04:00+00:00,,,54.003904,-1.537046,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2021-04-08T14:04:00+00:00,,,54.187443,-0.297914,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2021-04-08T19:04:00+00:00,,,53.962266,-1.121683,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-08T19:04:00+00:00,,,,,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
Person search,2021-04-09T09:04:00+00:00,,,53.996748,-1.524938,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-09T11:04:00+00:00,,,54.258242,-0.404769,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-09T12:04:00+00:00,,,54.003060,-1.534783,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-09T13:04:00+00:00,,,54.004656,-1.531530,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-09T13:04:00+00:00,,,53.955364,-1.121889,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-09T14:04:47+00:00,,,53.955364,-1.121889,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-09T16:04:00+00:00,,,52.666994,-1.316312,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-09T18:04:32+00:00,,,54.066546,-2.283829,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-09T20:04:00+00:00,,,53.957132,-2.018556,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-10T10:04:00+00:00,,,53.952309,-1.095362,Female,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-10T12:04:00+00:00,,,53.955547,-1.074414,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-10T13:04:00+00:00,,,53.960291,-1.085968,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-10T15:04:00+00:00,,,54.001364,-1.574253,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person search,2021-04-10T18:04:00+00:00,,,54.263112,-0.415528,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2021-04-10T18:04:00+00:00,,,54.263112,-0.415528,Male,10-17,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person and Vehicle search,2021-04-10T23:04:51+00:00,,,53.920558,-1.147530,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-11T13:04:00+00:00,,,53.964312,-2.052946,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-11T13:04:00+00:00,,,53.972243,-1.141658,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T13:04:00+00:00,,,53.960291,-1.085968,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-11T14:04:00+00:00,,,53.997076,-1.537534,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-11T14:04:00+00:00,,,53.997076,-1.537534,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T18:04:00+00:00,,,54.293375,-0.423064,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T18:04:00+00:00,,,54.293249,-0.421670,Female,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T18:04:00+00:00,,,54.131391,-0.789161,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person search,2021-04-11T18:04:00+00:00,,,54.293375,-0.423064,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T18:04:00+00:00,,,54.289627,-0.406614,Male,18-24,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T19:04:00+00:00,,,54.280975,-0.406948,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T19:04:00+00:00,,,54.280762,-0.404391,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-11T22:04:17+00:00,,,54.285142,-0.399905,Male,,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-12T01:04:00+00:00,,,53.712351,-1.270833,Female,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T02:04:00+00:00,,,53.551994,-1.147980,Male,18-24,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person and Vehicle search,2021-04-12T06:04:01+00:00,,,53.972243,-1.141658,Female,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T10:04:00+00:00,,,53.969971,-1.528809,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T10:04:00+00:00,,,53.969971,-1.528809,Male,over 34,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T10:04:00+00:00,,,53.969971,-1.528809,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2021-04-12T10:04:00+00:00,,,53.969971,-1.528809,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T12:04:00+00:00,,,53.985094,-1.047132,Female,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person and Vehicle search,2021-04-12T12:04:00+00:00,,,53.986251,-1.045809,Female,25-34,,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person search,2021-04-12T14:04:00+00:00,,,54.005361,-1.527876,Male,18-24,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-12T17:04:00+00:00,,,53.922153,-1.077482,Female,25-34,Other ethnic group - Not stated,Asian,,Firearms,A no further action disposal,,
Person and Vehicle search,2021-04-12T17:04:00+00:00,,,53.922153,-1.077482,Female,18-24,Other ethnic group - Not stated,,,Firearms,A no further action disposal,,
Person and Vehicle search,2021-04-12T17:04:00+00:00,,,53.922153,-1.077482,Female,over 34,Other ethnic group - Not stated,Asian,,Firearms,A no further action disposal,,
Person and Vehicle search,2021-04-12T17:04:00+00:00,,,53.922153,-1.077482,Female,18-24,Other ethnic group - Not stated,,,Firearms,A no further action disposal,,
Person search,2021-04-13T00:04:00+00:00,,,54.277684,-0.409578,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-13T10:04:00+00:00,,,54.132023,-1.514057,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-13T10:04:00+00:00,,,54.132023,-1.514057,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-13T10:04:00+00:00,,,54.132023,-1.514057,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-13T12:04:00+00:00,,,54.278856,-0.418012,Male,over 34,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2021-04-13T17:04:00+00:00,,,53.976319,-1.060566,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2021-04-13T17:04:00+00:00,,,53.976319,-1.060566,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,
Person and Vehicle search,2021-04-13T20:04:00+00:00,,,54.130888,-1.529481,Male,over 34,,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,
Person and Vehicle search,2021-04-13T20:04:00+00:00,,,54.130888,-1.529481,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-13T23:04:00+00:00,,,54.223529,-0.327232,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2021-04-14T09:04:00+00:00,,,53.951621,-1.092314,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),,A no further action disposal,,
Person search,2021-04-14T12:04:00+00:00,,,53.956204,-1.119966,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,
Person search,2021-04-14T15:04:00+00:00,,,54.279884,-0.406698,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-14T15:04:00+00:00,,,54.279884,-0.406698,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-14T16:04:00+00:00,,,54.007002,-1.524623,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-14T16:04:00+00:00,,,54.008650,-1.527885,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,
Person search,2021-04-14T17:04:11+00:00,,,54.007002,-1.524623,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-15T03:04:00+00:00,,,54.350504,-1.440852,Male,over 34,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
Person and Vehicle search,2021-04-15T14:04:00+00:00,,,53.798555,-1.251606,Male,25-34,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-15T16:04:00+00:00,,,53.922153,-1.077482,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person search,2021-04-15T16:04:00+00:00,,,53.922153,-1.077482,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,True,
Person search,2021-04-15T16:04:00+00:00,,,53.922153,-1.077482,Female,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
Person and Vehicle search,2021-04-15T21:04:00+00:00,,,53.792308,-1.043976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-15T21:04:00+00:00,,,53.792308,-1.043976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-15T21:04:00+00:00,,,53.792308,-1.043976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-15T21:04:00+00:00,,,53.792308,-1.043976,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2021-04-16T02:04:00+00:00,,,54.335759,-0.516942,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-16T03:04:00+00:00,,,,,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-16T03:04:00+00:00,,,,,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-16T15:04:00+00:00,,,54.283185,-0.397338,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-16T15:04:00+00:00,,,54.283185,-0.397338,Female,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-16T22:04:00+00:00,,,53.854926,-1.341681,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-16T22:04:00+00:00,,,53.854926,-1.341681,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person and Vehicle search,2021-04-16T22:04:00+00:00,,,53.854926,-1.341681,Male,25-34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-17T12:04:00+00:00,,,54.004863,-1.529377,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,
Person and Vehicle search,2021-04-17T17:04:00+00:00,,,54.202857,-0.406244,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-17T17:04:00+00:00,,,54.243758,-0.778354,Male,10-17,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
Person search,2021-04-17T21:04:00+00:00,,,54.293841,-0.414687,Male,10-17,,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
