Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7824281b06022bc2045c3563a5718f0a52ec4aa3ce205bbd2e3cf87b3730288d,2021-05,Gwent Police,Gwent Police,-3.279623,51.753843,On or near MORIAH STREET,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
d40d75d11ad081d8812f9d4270196a4ab3b1345fd67f4eda403d4223c752a52e,2021-05,Gwent Police,Gwent Police,-3.036882,51.608703,On or near DERWENT COURT,W01001620,Newport 003D,Investigation complete; no suspect identified
7ccd1e9a93ff6a63904d3559e471138a048909afa6116058671e1c4e6ec90e45,2021-05,Gwent Police,Gwent Police,-2.975884,51.593958,On or near BRYNDERWEN ROAD,W01001691,Newport 011D,Investigation complete; no suspect identified
f3c59282327a5d9fde6363e748b6f9ca60ac2e7366581131281fe53115165301,2021-05,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
5950007476e44f107b9e3be205b9cc1f3218c442202a42cb7287057a05edbc1d,2021-05,Gwent Police,Gwent Police,-3.214291,51.796194,On or near RIVERSIDE,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
98326e37ee89b05ea16bde3fba3ed340abfdf7992e38108909d9d7faa25e9450,2021-05,Gwent Police,Gwent Police,-3.197052,51.798502,On or near WAUN DEW,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
36e3c2ca7c7d0145aadfeae4ddfb2e14f6ec67b68c8e53e208e641cb515b8404,2021-05,Gwent Police,Gwent Police,-2.970021,51.579620,On or near Petrol Station,W01001644,Newport 013C,Investigation complete; no suspect identified
ca1e2809678315d4f9d203024a3d23bdd96a3ea0629a94cf32940e3769c0850a,2021-05,Gwent Police,Gwent Police,-3.160069,51.776907,On or near ATTLEE ROAD,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
6a2c80eb889600089f113733c148961d6b4de8118719c407ac247ef9f61e19f7,2021-05,Gwent Police,Gwent Police,-2.877561,51.867658,On or near OLD ROSS ROAD,W01001568,Monmouthshire 005C,Investigation complete; no suspect identified
a0f5ea5f609f6a8734c98374ae77248082971676fe14c88be7652fadda613820,2021-05,Gwent Police,Gwent Police,-3.208104,51.782843,On or near COLLIERS' ROW,W01001456,Blaenau Gwent 004C,Investigation complete; no suspect identified
5c7dc29ec01999d55b47cca2050c19f9324049edeb4647464664d29460af0548,2021-05,Gwent Police,Gwent Police,-3.001896,51.584640,On or near ST EDWARD STREET,W01001685,Newport 014B,Investigation complete; no suspect identified
bb18d064109a7eea43be71f81320c7b0bd0fb08ed42e9c2b195af38f40950d43,2021-05,Gwent Police,Gwent Police,-3.286676,51.761886,On or near HIGH STREET,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
7d9dfd97ed2d4a0614c29416f4f9e6a90e8da20c8beab95aafcdeb73be8a231c,2021-05,Gwent Police,Gwent Police,-3.166586,51.571860,On or near CWRT GRIFFIN,W01001419,Caerphilly 021D,Investigation complete; no suspect identified
4940daab1a0bfb4a9da2711780807853c8759e7cf2e68a5a4bca2af5e5594592,2021-05,Gwent Police,Gwent Police,-3.234728,51.643358,On or near BEECH EMBANKMENT,W01001433,Caerphilly 013E,Investigation complete; no suspect identified
747d79def2e157e3c2a3838a7e980949342b099b2558f6b087ad58c78d2fce12,2021-05,Gwent Police,Gwent Police,-3.228960,51.689231,On or near HANBURY ROAD,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
c0b04c4f51e2a957a6fdcd94a1417d87f579cd46a39f639fbf10ecbf8509ec67,2021-05,Gwent Police,Gwent Police,-2.717589,51.805949,On or near Petrol Station,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
4451236df7099d6a905f4c775352fa78e8e22d5c539e985415d3a90a8e46d8cf,2021-05,Gwent Police,Gwent Police,-3.040125,51.645054,On or near WINDSOR ROAD,W01001526,Torfaen 010B,Investigation complete; no suspect identified
6e9369c4f5aea345696c065e61fa0d920dfa3a26b22fcd737abbe9b6f11703f2,2021-05,Gwent Police,Gwent Police,-3.144391,51.665332,On or near VICTORIA TERRACE,W01001382,Caerphilly 010C,Investigation complete; no suspect identified
a07967a7ec056d0ffb130892d9b999d2b5e7a64acd5d7c65b58ee4195681c77b,2021-05,Gwent Police,Gwent Police,-3.222074,51.575297,On or near Park/Open Space,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
52b4884cc984ccf61cdec3a3212a879eedfb00c34bf8025eae91f97329c325e3,2021-05,Gwent Police,Gwent Police,-3.280051,51.746438,On or near STATION STREET,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
7a43a701dcc49375c981c7acfb0f2584196dc51fd0ce3e4138f9e278f03df3bd,2021-05,Gwent Police,Gwent Police,-3.226186,51.694718,On or near MOUNT PLEASANT STREET,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
818555170d4f402a072fa5a449a1c4c98cbbaa8f488380ce91c38637d2e7342d,2021-05,Gwent Police,Gwent Police,-2.825951,51.584526,On or near DANCING CLOSE,W01001574,Monmouthshire 011C,Investigation complete; no suspect identified
92f406ce1bd493654e4b13ffde52bd37e754548af25ba4765506cfe660c6408a,2021-05,Gwent Police,Gwent Police,-3.196425,51.654715,On or near HILL VIEW,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
24e1f367c916733f338f511e5bd8f3c5f15ae85908ec03ca2d726101858d9bc1,2021-05,Gwent Police,Gwent Police,-3.217999,51.579412,On or near CLOS MAES BRAG,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
1552be8c2e2e9ee6749d514190cd955684d8ae164109f4ae4d5e6534f366c745,2021-05,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
d8e59354fcfa12ed74cd37b8e12f4b86e30ca87c2feff68d4452a9d3992a230a,2021-05,Gwent Police,Gwent Police,-3.294329,51.649433,On or near LLWYNCELYN TERRACE,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
f3b98dbf81e992722e4201d90fbb7e2758fb5a08e44999e4182d8a7a81297450,2021-05,Gwent Police,Gwent Police,-3.156667,51.680092,On or near PLYNLIMON CLOSE,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
ad9217c0cc26d73fa77d8fbd3751f20e565b5bb382ea2e312f66d3d42d3561f1,2021-05,Gwent Police,Gwent Police,-2.982381,51.590622,On or near Police Station,W01001692,Newport 011E,Investigation complete; no suspect identified
9b9d0bd4e885c5d43a2dfc3e29487a894f20b622ecbe575de01a6bb36477ef95,2021-05,Gwent Police,Gwent Police,-2.674355,51.642645,On or near MIDDLE STREET,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
6f962dc324c004deab45c4859439f3c37b6565d2edc1dc2d63334016a8cf2697,2021-05,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Investigation complete; no suspect identified
b177f6c3621119fd5037fc357f16ca94c72ede19b175532260b4fcf1853d7d3a,2021-05,Gwent Police,Gwent Police,-3.219436,51.697665,On or near PANTYFID ROAD,W01001325,Caerphilly 003A,Investigation complete; no suspect identified
725a0c53e62aeaa279f87932de2e6d326ce9bf03b799182c9d85e5dd70f14283,2021-05,Gwent Police,Gwent Police,-3.004756,51.601753,On or near MALPAS ROAD,W01001682,Newport 006C,Investigation complete; no suspect identified
ae4ab9ad2c4f406178b8f39916a914a74550533652d9c684c43ac41cee602bd2,2021-05,Gwent Police,Gwent Police,-3.019967,51.656803,On or near FARM LANE,W01001519,Torfaen 007A,Investigation complete; no suspect identified
f8612ae4da9b1bd25f9240af8a7b0c48adaa9513fd95cd6cca7d33faf9410f87,2021-05,Gwent Police,Gwent Police,-3.187099,51.801067,On or near HEOL DERW,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
28bfda3d0dd0f3e97df20ec0f0e9f11e26856a96bae42f2f95190dc4b1a543ca,2021-05,Gwent Police,Gwent Police,-3.001825,51.571575,On or near PORT ROAD,W01001660,Newport 018B,Investigation complete; no suspect identified
9ec2812219a3922400d4aa572f29881c44bb8834907050f3ca2cd0757c8609f5,2021-05,Gwent Police,Gwent Police,-3.295586,51.737034,On or near CORONATION CRESCENT,W01001361,Caerphilly 002B,Investigation complete; no suspect identified
2233dc89f2538eb2a55ada07c8b69cfcf90c235cf11479d2af8cc4b6317d5221,2021-05,Gwent Police,Gwent Police,-3.088810,51.600788,On or near FIELDS ROAD,W01001413,Caerphilly 017C,Investigation complete; no suspect identified
c49f889a95f017641255c744a85bb368b9be9ccb48c52e12b3c45b693d3e9110,2021-05,Gwent Police,Gwent Police,-2.990235,51.584028,On or near DUMFRIES PLACE,W01001687,Newport 014D,Investigation complete; no suspect identified
f57131a35e545da87c2e876cb528e164f69289dd2c4ef4424b6f3df3a72b9598,2021-05,Gwent Police,Gwent Police,-3.152492,51.664920,On or near CWMTORLAIS ROAD,W01001380,Caerphilly 010A,Investigation complete; no suspect identified
50a5a9221a8af583b004f4e667963cd137b2b4685b28d45c541c84acdefc92b4,2021-05,Gwent Police,Gwent Police,-3.011275,51.568923,On or near MAESGLAS AVENUE,W01001633,Newport 019A,Investigation complete; no suspect identified
882c14c8237efdbecd8a73bb5604ac74bfd58cdbff5a51c64e08c9c1f0aafae5,2021-05,Gwent Police,Gwent Police,-2.951479,51.588728,On or near ABERTHAW CLOSE,W01001610,Newport 015C,Investigation complete; no suspect identified
0613d7c1d5b70bd0830b2d518c997ea93f75d171adb7dd25208a90b67640c3e3,2021-05,Gwent Police,Gwent Police,-3.074094,51.733891,On or near NEW ROAD,W01001483,Torfaen 002B,Investigation complete; no suspect identified
a1f8fbf44c8693f34734251e87e2b17f875ad563c273cca9e685ba432f9edca3,2021-05,Gwent Police,Gwent Police,-2.995166,51.584463,On or near HILL STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
f86d10f6f8ffa5e162db8ae0ba79fa92d6edd81fc295e4803b450fccb9b9c4b7,2021-05,Gwent Police,Gwent Police,-3.048384,51.717336,On or near GLOS Y SGUBOR,W01001530,Torfaen 003C,Investigation complete; no suspect identified
903309ff100d28373129e3a52c7cf100cd93f526e4c452c2a678f75908217e00,2021-05,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
fd7861e8caf6ebab8e7713577c4a80bf9fbb105939edfe3ef4fe0a73fdc3bc0e,2021-05,Gwent Police,Gwent Police,-3.060057,51.734324,On or near LOWER STONEY ROAD,W01001484,Torfaen 002C,Investigation complete; no suspect identified
1d341e5839fcf7a3ad172b72d01c155488427f236dff50a55a71cef5d1ca2333,2021-05,Gwent Police,Gwent Police,-2.968474,51.589002,On or near TENNYSON ROAD,W01001613,Newport 011C,Investigation complete; no suspect identified
c4dcf0266f27f048ffb9aa9f5ead9e9b3bc4b351a1ac2bcea85ec6b43e27f08c,2021-05,Gwent Police,Gwent Police,-3.134582,51.729878,On or near Supermarket,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
efaf51f3578f88f02749a9a59369e7ecd3b69a00cf33cb0ad9f9b1d38ca5a496,2021-05,Gwent Police,Gwent Police,-3.011060,51.575479,On or near CAE BRYNTON ROAD,W01001629,Newport 017A,Investigation complete; no suspect identified
660240b17d97d787b87ed713f050470ccdaf2d66bb8e7b363d45b1176ff573fc,2021-05,Gwent Police,Gwent Police,-2.990709,51.583260,On or near MELLON STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
99c63cbce5d8939c45a8453e8ff0561190c79c7e186cc94a7a401067bf053501,2021-05,Gwent Police,Gwent Police,-2.967587,51.579874,On or near COLSTON AVENUE,W01001642,Newport 013A,Investigation complete; no suspect identified
b10917c39ad889a6bab998ae96be305ffbb42bc2e87d4b8894274884bea21465,2021-05,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
2c57ef3e9e78d661bd8968bbb9b041245628aaa84f1d4258e96c411a79185952,2021-05,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
54359106cf0c2d4a9789182e7bf77ba32001eb4983b120bce26de5f6da46e9f7,2021-05,Gwent Police,Gwent Police,-2.945278,51.576495,On or near CENTRAL AVENUE,W01001646,Newport 015E,Investigation complete; no suspect identified
952846e09c362979e1d4646783af68ed0f8eec175e39465d6b5bdf8cd9bd48f4,2021-05,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
f0c71303b7ee2dc206fec5a34536cf9c2834faa678d7d4675a0be6d97b7ce11b,2021-05,Gwent Police,Gwent Police,-2.947118,51.584483,On or near ARTHUR BLISS ROAD,W01001609,Newport 015B,Unable to prosecute suspect
588e18548f1f30e7b05fd8cd582fcd046cf506a107f0d68542d7a9013b41fc41,2021-05,Gwent Police,Gwent Police,-3.223644,51.648221,On or near RAGLAN ROAD,W01001365,Caerphilly 012C,Unable to prosecute suspect
d4e8946687199472a9502037d83baeec3a29cd46a9e367232597c5bb1f27e93b,2021-05,Gwent Police,Gwent Police,-3.032253,51.664986,On or near BEECH CLOSE,W01001522,Torfaen 007D,Unable to prosecute suspect
ae53784e7edcdf05bef779a4beea0a23a8ba008295c32838629f16a56197f1f5,2021-05,Gwent Police,Gwent Police,-2.740808,51.587046,On or near REDMEADOW CRESCENT,W01001589,Monmouthshire 010E,Unable to prosecute suspect
d3a9d10031b0d6c33e73b811d46bef5932055dd5a7813348c2c71db9102fa8f8,2021-05,Gwent Police,Gwent Police,-2.852682,51.764712,On or near HIGH STREET,W01001581,Monmouthshire 005E,Unable to prosecute suspect
a1b3f9a81a377e9ca09ad71da25ddca2f824b06829bf13680bacf565245e2c9f,2021-05,Gwent Police,Gwent Police,-2.998845,51.613367,On or near PILTON VALE,W01001653,Newport 002C,Unable to prosecute suspect
550a7f802fa9e8151ebd5badff8064c28427c1e486a8726179b8e4bfcbbee247,2021-05,Gwent Police,Gwent Police,-2.717767,51.810731,On or near MONNOW STREET,W01001554,Monmouthshire 004C,Suspect charged
0276eb2ea850fc4664a7576d8a390f40b3a79c764d42f732bbcd3539b7683e45,2021-05,Gwent Police,Gwent Police,-3.277548,51.611923,On or near UPPER BRYNHYFRYD TERRACE,W01001332,Caerphilly 018C,Unable to prosecute suspect
125b25e01ff8f8b42eb7ae904f2d8233b4679071d2219b0732f2d44a426332fd,2021-05,Gwent Police,Gwent Police,-3.004331,51.596874,On or near BARRACK HILL,W01001601,Newport 006A,Unable to prosecute suspect
be2e55707aa225546b1f600b4319672b32c05bc0aa999a7e315ea90701d6f5c6,2021-05,Gwent Police,Gwent Police,-3.004403,51.655112,On or near TURNPIKE ROAD,W01001495,Torfaen 008C,Unable to prosecute suspect
b0274970bb38d3dd8845307175477371cbf9dae2024a72bef5b56b31a4afe588,2021-05,Gwent Police,Gwent Police,-3.062187,51.724468,On or near Parking Area,W01001486,Torfaen 002E,Unable to prosecute suspect
ede64af442462d99fdd3089db03d78a3cadf9d1a6b60c13bca2d613d9b201545,2021-05,Gwent Police,Gwent Police,-3.161280,51.695863,On or near RUSH DRIVE,W01001357,Caerphilly 006B,Unable to prosecute suspect
ed3c9264fab7522b2d91aba1c8d3f9eafa713ef41a43c244a8a12c66c8b971d1,2021-05,Gwent Police,Gwent Police,-2.977684,51.585006,On or near TELFORD STREET,W01001690,Newport 013D,Unable to prosecute suspect
cb44f245071b29643976db074a19936e1e299a861955958a7fcfa931359b23e2,2021-05,Gwent Police,Gwent Police,-3.221997,51.692316,On or near CWRT-COCH STREET,W01001326,Caerphilly 003B,Unable to prosecute suspect
f711fa543a5488a0ef74298c4d6f86e34854bfcd0768c71efb15a44a12f8d5fb,2021-05,Gwent Police,Gwent Police,-3.147021,51.697891,On or near CONWAY ROAD,W01001358,Caerphilly 006C,Unable to prosecute suspect
fc7a6a5554a94cf024f66aaf1be9d1b9e5d405773555bdf695043a99a7fa46bb,2021-05,Gwent Police,Gwent Police,-3.024081,51.578900,On or near GAER PARK LANE,W01001631,Newport 017C,Unable to prosecute suspect
75b7a3ba1887564466587117ae94f9df2111c66b24dc600c532924a1fdc0ea1d,2021-05,Gwent Police,Gwent Police,-2.783309,51.612657,On or near A48,W01001542,Monmouthshire 009A,Unable to prosecute suspect
fc3ab0e5f01b8b76ee819316505fb2ed5a734c7c65ec9f24ebbd73dd0f5edbd3,2021-05,Gwent Police,Gwent Police,-3.006988,51.576674,On or near AUBREY HAMES CLOSE,W01001686,Newport 014C,Unable to prosecute suspect
0ddf5d7e51ba8128a3ef389a19ea485a97146dc0ea6f273fda736e9536f0eadb,2021-05,Gwent Police,Gwent Police,-3.043468,51.711958,On or near GREENLAND ROAD,W01001531,Torfaen 003D,Unable to prosecute suspect
67d56f790baa157039f721d79d960c04847f548f35a120a77fb048cd207d9b69,2021-05,Gwent Police,Gwent Police,-3.003496,51.579312,On or near Parking Area,W01001686,Newport 014C,Unable to prosecute suspect
4f9f60f4474963743638a03ff7aec4fecc075fd6719f112834bbefabb4dfe623,2021-05,Gwent Police,Gwent Police,-3.046067,51.651449,On or near RAVENSCOURT,W01001503,Torfaen 009B,Unable to prosecute suspect
dc3a7a6ced1e6e9903f00115abb333085f352313420b40bc5cf0aab9163f5d24,2021-05,Gwent Police,Gwent Police,-3.130290,51.722106,On or near ARAIL STREET,W01001476,Blaenau Gwent 009D,Unable to prosecute suspect
1b8ad883c9925dd0e837fd1e1d501e7922303847c665f34c21a0b2e8e0df54f1,2021-05,Gwent Police,Gwent Police,-3.003496,51.579312,On or near Parking Area,W01001686,Newport 014C,Unable to prosecute suspect
08a2566457e9cb0186ad2ae210c9140a3b4565cfe2c13c127d8782f2e7e5c4d2,2021-05,Gwent Police,Gwent Police,-3.242349,51.592762,On or near BLAEN IFOR,W01001397,Caerphilly 019E,Unable to prosecute suspect
81c65b69f4296c0db347962c13f607ba1674d84e8a2b6bd461bb90f7aae6b872,2021-05,Gwent Police,Gwent Police,-2.913111,51.604516,On or near STOCKWOOD VIEW,W01001639,Newport 004A,Unable to prosecute suspect
c8447ac79c76cb0d8897785571f140c49e4b3a17568ab1dfe0a1e42aa7f32326,2021-05,Gwent Police,Gwent Police,-3.020606,51.824668,On or near Supermarket,W01001579,Monmouthshire 001E,Unable to prosecute suspect
36987f3f734fd317e0929dd6c2115e77b5050cc44458a664171677f8efa5a486,2021-05,Gwent Police,Gwent Police,-2.957289,51.612418,On or near HIGH STREET,W01001623,Newport 001A,Unable to prosecute suspect
8192c20e0254abbdafb7f57cbd905ca9bf89474ab053fc037b25f074d304c15a,2021-05,Gwent Police,Gwent Police,-2.932706,51.597501,On or near HAWKE CLOSE,W01001664,Newport 010A,Unable to prosecute suspect
e12f5f644b64df5ca8a0feeecd262e785c0fad2b1f88ccf833af48054ab13669,2021-05,Gwent Police,Gwent Police,-3.194914,51.757657,On or near DYFFRYN ROAD,W01001460,Blaenau Gwent 007E,Unable to prosecute suspect
fd5db232c676e45d4f16d680f39f6037b6c8a41b5518189d1d215609f0f82f13,2021-05,Gwent Police,Gwent Police,-3.131964,51.739255,On or near VALLEY VIEW ROAD,W01001454,Blaenau Gwent 008E,Unable to prosecute suspect
0d9b4972380108840ea3de352a5ecd141848ca674817211d0a003411d597bab9,2021-05,Gwent Police,Gwent Police,-3.076831,51.595512,On or near VIOLET WALK,W01001636,Newport 020A,Local resolution
54f6effe1ff878c54d8726fb6f6e4ff376612a3ae3fc0eebd430743ab0b47e4b,2021-05,Gwent Police,Gwent Police,-2.760562,51.588421,On or near SEVERN VIEW,W01001598,Monmouthshire 010F,Unable to prosecute suspect
58812420a52da9bd070aff7c3a02156043878694d89d5dcf84ca0c088bcab42f,2021-05,Gwent Police,Gwent Police,-3.158496,51.762455,On or near ALEXANDRA STREET,W01001445,Blaenau Gwent 005C,Unable to prosecute suspect
7a9a7d90c2713ee6254ded48b342fe001f96853ee2fca591771cae3db30d49d9,2021-05,Gwent Police,Gwent Police,-2.979737,51.603916,On or near CROYDON COURT,W01001678,Newport 005D,Unable to prosecute suspect
834be0ea27a559903b277fd167b73c7334d99a2bb2aace703aa594ca6cfafbbc,2021-05,Gwent Police,Gwent Police,-2.998055,51.589177,On or near CAMBRIAN ROAD,W01001685,Newport 014B,Unable to prosecute suspect
579558bda70240f48cda804a9965e09306c97bd56971c92e931457ccf6213b5f,2021-05,Gwent Police,Gwent Police,-2.956642,51.611174,On or near KNIGHTON COURT,W01001623,Newport 001A,Unable to prosecute suspect
c59e1928027b38db8310840fecf004d472292cf7c17912301a998b43ae6eba79,2021-05,Gwent Police,Gwent Police,-3.217174,51.780483,On or near ST TEILO'S CLOSE,W01001457,Blaenau Gwent 004D,Suspect charged
a356f2a4cd05da70678aed85b698c0e96c84c114d07eb9cbc23f5e1b18d9c277,2021-05,Gwent Police,Gwent Police,-3.215371,51.781887,On or near MOOR VIEW,W01001458,Blaenau Gwent 004E,Unable to prosecute suspect
8f5433a1ecbfa5a618fb3e0e30aaf85a298136675e7c7bedc3b46e646c6e3a7c,2021-05,Gwent Police,Gwent Police,-3.125980,51.806101,On or near QUARRY ROAD,W01001562,Monmouthshire 003B,Unable to prosecute suspect
8a86ba6825fa10015ba05a76812c336e221432c3a29744c314970f1c8fbd1a89,2021-05,Gwent Police,Gwent Police,-3.232326,51.645928,On or near OLD SCHOOL GRANGE,W01001365,Caerphilly 012C,Unable to prosecute suspect
9568abb11387389d022089d69124f50a33bc9b33d834b0b6e24d7a9f6ce7c009,2021-05,Gwent Police,Gwent Police,-3.238416,51.774327,On or near ST JAMES WAY,W01001462,Blaenau Gwent 006A,Unable to prosecute suspect
0dac1f12add95217b1817a3322925e9c6e5e0d29deafebf29f0e1980cc0c80f4,2021-05,Gwent Police,Gwent Police,-3.211910,51.670526,On or near WAUN BORFA ROAD,W01001352,Caerphilly 007A,Unable to prosecute suspect
a6a81cd131e3673281badfbb593c88e187a980d817ca83c2d5a02271f5d9e455,2021-05,Gwent Police,Gwent Police,-3.177017,51.675592,On or near LLYS CYNCOED,W01001392,Caerphilly 009D,Unable to prosecute suspect
1766ea64bc2e43b4e1cfe35a33e190e6095ec602322335812c284238388e20d8,2021-05,Gwent Police,Gwent Police,-3.234780,51.633574,On or near Sports/Recreation Area,W01001434,Caerphilly 013F,Unable to prosecute suspect
f6e5c2bb3d63c2fd3735d923068491fb21cef804a546491af774de88b39f3239,2021-05,Gwent Police,Gwent Police,-3.127096,51.635530,On or near EDWARD STREET,W01001329,Caerphilly 014C,Unable to prosecute suspect
7c27a69345cd6d4e756b83dfeec3384c365709e44c2dd27b14a34b2982432da0,2021-05,Gwent Police,Gwent Police,-3.240687,51.725524,On or near ORCHARD STREET,W01001386,Caerphilly 002E,Unable to prosecute suspect
526cb24d920aa1e8b5db8ba6bb0c2e005a6c40e96772a50ffc9b124a44823f83,2021-05,Gwent Police,Gwent Police,-3.001687,51.605322,On or near BRYNGLAS COURT,W01001682,Newport 006C,Unable to prosecute suspect
5bd22e0e32651acd19b301afdcb2c8b4e201c987d6eaae1e0fbd68f5ba2a1619,2021-05,Gwent Police,Gwent Police,-3.028040,51.813400,On or near SAMUEL SALTER CLOSE,W01001564,Monmouthshire 003D,Unable to prosecute suspect
e126145997f666923b1ad3a868b479c8107914fc4822c713b8175186508a8747,2021-05,Gwent Police,Gwent Police,-2.963507,51.613464,On or near Further/Higher Educational Building,W01001628,Newport 001F,Unable to prosecute suspect
0147731372a0c694ead7fcee4775e6bc6629eb3b6983dccee8cabf1f87119906,2021-05,Gwent Police,Gwent Police,-3.287344,51.654931,On or near SHINGRIG ROAD,W01001378,Caerphilly 013B,Unable to prosecute suspect
f5eb21316508f8c02e55cdeb6e892ca188ae25e3d1a9ae400cd0d8290c02b87f,2021-05,Gwent Police,Gwent Police,-3.233571,51.590606,On or near PENTWYN ISAF RISE,W01001393,Caerphilly 019D,Unable to prosecute suspect
acfaccc109a289ade1c8f81b3c7c6bd0a17abe30d1ebefe2a9376c505c397912,2021-05,Gwent Police,Gwent Police,-3.001825,51.571575,On or near PORT ROAD,W01001660,Newport 018B,Unable to prosecute suspect
8a26d285f0f67aebcb5f0eda425d537615908c4ba38d2c7f47c934a3c60f59a3,2021-05,Gwent Police,Gwent Police,-3.049529,51.706185,On or near WAINFELIN AVENUE,W01001540,Torfaen 004E,Unable to prosecute suspect
43f770d0f6dba62aa6f5cee758053a13b8fdddea9806afc119d36405a4d66748,2021-05,Gwent Police,Gwent Police,-3.215838,51.666565,On or near FAIR VIEW,W01001388,Caerphilly 007D,Unable to prosecute suspect
fc2318b59dc46cc6b62b60f056cc3c2f6bed7f03d3751b9acfe835392ab39eaa,2021-05,Gwent Police,Gwent Police,-2.943720,51.584906,On or near QUILTER CLOSE,W01001668,Newport 010D,Unable to prosecute suspect
4e26ceb7010834aab115665a21cfab5d0657565455a8d606388a37ace154635e,2021-05,Gwent Police,Gwent Police,-3.166792,51.680640,On or near PEN-Y-GROES,W01001390,Caerphilly 006E,Unable to prosecute suspect
6236c261fa74d73ecf49efec637f987c96f18745a3a376216737164cc8a1245f,2021-05,Gwent Police,Gwent Police,-3.166792,51.680640,On or near PEN-Y-GROES,W01001390,Caerphilly 006E,Unable to prosecute suspect
0850f193eff21868ef633068a6a7dde1fa59fd9be8a3708e46f5b3e8544260e8,2021-05,Gwent Police,Gwent Police,-3.219907,51.667305,On or near WOODLAND PLACE,W01001388,Caerphilly 007D,Unable to prosecute suspect
7a9c29579ddd636ff5a3c4a47165e46f3c34ebe004af9aa507391792aa70a2e7,2021-05,Gwent Police,Gwent Police,-3.223708,51.694573,On or near PANT STREET,W01001326,Caerphilly 003B,Unable to prosecute suspect
44db4f8f0e0acfc9fb4e2e913f96b1892689e4ae875f5cdb431c8e6e58e8538f,2021-05,Gwent Police,Gwent Police,-3.236759,51.692485,On or near MOUNT PLEASANT,W01001336,Caerphilly 004A,Unable to prosecute suspect
d17a78701263b83e7314052b3179e49cdb76e38d9e8dde8a83da4091c46defe8,2021-05,Gwent Police,Gwent Police,-3.258570,51.663534,On or near CLAERWEN,W01001414,Caerphilly 008A,Unable to prosecute suspect
3abc6760a39d6a07418ed367124ab20b4f931d3398785859b8ecd5391fb40562,2021-05,Gwent Police,Gwent Police,-3.002032,51.615758,On or near JAPONICA CLOSE,W01001653,Newport 002C,Unable to prosecute suspect
e3dfc02371d8a3f791f2a08fef566d7e98ebaeb76f06ec5d1f7947b7b72e9f69,2021-05,Gwent Police,Gwent Police,-2.945795,51.586121,On or near ABERTHAW AVENUE,W01001609,Newport 015B,Unable to prosecute suspect
80b8288f792f32eb1412c1c56e88ec2e3b96ae6aa547d64d4b5e7c42c6efa3bb,2021-05,Gwent Police,Gwent Police,-2.930742,51.588993,On or near DIBDIN CLOSE,W01001666,Newport 010B,Unable to prosecute suspect
083c3e3cd3fbd350ba02479f7bc6e90e41b739be8a669e6bfed2499e1c1dfd53,2021-05,Gwent Police,Gwent Police,-3.128683,51.620319,On or near WOODWARD AVENUE,W01001355,Caerphilly 015A,Unable to prosecute suspect
518c045043602e98c0587ca50d158c037c18cf5d23f848b7b163a29221e507b9,2021-05,Gwent Police,Gwent Police,-3.151733,51.698807,On or near CHARLES STREET,W01001358,Caerphilly 006C,Unable to prosecute suspect
7f3e24cb5af0d0450e375aa2d0af70e51f8763c3fbfde42c9c55adbe684d43e9,2021-05,Gwent Police,Gwent Police,-2.991369,51.585089,On or near Parking Area,W01001687,Newport 014D,Suspect charged
